,right,cam,ctm,rate,cam_time,ctm_time,overtime
4840,1,0,5811,,-43411.258904218674,-43411.22018313408,1
4841,1,201,14459,,-43411.258904218674,-43411.22018313408,1
4842,1,0,1235,,-43411.258904218674,-43411.22018313408,1
4843,1,0,9086,,-43411.258904218674,-43411.22018313408,1
4844,1,0,12206,,-43411.258904218674,-43411.22018313408,1
4845,1,0,7771,,-43411.258904218674,-43411.22018313408,1
4846,1,0,3664,,-43411.258904218674,-43411.22018313408,1
4847,1,0,9268,,-43411.258904218674,-43411.22018313408,1
4848,1,0,14354,,-43411.258904218674,-43411.22018313408,1
4849,1,0,3633,,-43411.258904218674,-43411.22018313408,1
4850,1,0,6693,,-43411.258904218674,-43411.22018313408,1
4851,1,0,13763,,-43411.258904218674,-43411.22018313408,1
4852,1,0,7857,,-43411.258904218674,-43411.22018313408,1
4853,1,0,13628,,-43411.258904218674,-43411.22018313408,1
4854,1,0,14326,,-43411.258904218674,-43411.22018313408,1
4855,1,0,13976,,-43411.258904218674,-43411.22018313408,1
4856,1,0,10662,,-43411.258904218674,-43411.22018313408,1
4857,1,0,12017,,-43411.258904218674,-43411.22018313408,1
4858,1,0,9635,,-43411.258904218674,-43411.22018313408,1
4859,1,0,12226,,-43411.258904218674,-43411.22018313408,1
4860,1,0,3333,,-43411.258904218674,-43411.22018313408,1
4861,1,0,2955,,-43411.258904218674,-43411.22018313408,1
4862,1,0,7226,,-43411.258904218674,-43411.22018313408,1
4863,1,0,9289,,-43411.258904218674,-43411.22018313408,1
4864,1,0,5066,,-43411.258904218674,-43411.22018313408,1
4865,0,0,3028,,-43411.258904218674,-43411.22018313408,1
4866,1,0,7153,,-43411.258904218674,-43411.22018313408,1
4867,0,0,7394,,-43411.258904218674,-43411.22018313408,1
4868,1,0,14895,,-43411.258904218674,-43411.22018313408,1
4869,1,0,14211,,-43411.258904218674,-43411.22018313408,1
4870,1,0,3463,,-43411.258904218674,-43411.22018313408,1
4871,0,0,2506,,-43411.258904218674,-43411.22018313408,1
4872,1,0,6506,,-43411.258904218674,-43411.22018313408,1
4873,0,0,683,,-43411.258904218674,-43411.22018313408,1
4874,1,0,11025,,-43411.258904218674,-43411.22018313408,1
4875,1,0,12194,,-43411.258904218674,-43411.22018313408,1
4876,1,0,5516,,-43411.258904218674,-43411.22018313408,1
4877,1,0,13412,,-43411.258904218674,-43411.22018313408,1
4878,1,0,11610,,-43411.258904218674,-43411.22018313408,1
4879,1,0,13720,,-43411.258904218674,-43411.22018313408,1
4880,0,0,9497,,-43411.258904218674,-43411.22018313408,1
4881,1,0,12928,,-43411.258904218674,-43411.22018313408,1
4882,1,0,5865,,-43411.258904218674,-43411.22018313408,1
4883,0,0,9507,,-43411.258904218674,-43411.22018313408,1
4884,1,0,10263,,-43411.258904218674,-43411.22018313408,1
4885,1,0,3086,,-43411.258904218674,-43411.22018313408,1
4886,1,0,14632,,-43411.258904218674,-43411.22018313408,1
4887,1,0,11461,,-43411.258904218674,-43411.22018313408,1
4888,1,0,6819,,-43411.258904218674,-43411.22018313408,1
4889,1,0,7036,,-43411.258904218674,-43411.22018313408,1
4890,1,0,13800,,-43411.258904218674,-43411.22018313408,1
4891,1,0,14788,,-43411.258904218674,-43411.22018313408,1
4892,0,0,8818,,-43411.258904218674,-43411.22018313408,1
4893,1,0,12195,,-43411.258904218674,-43411.22018313408,1
4894,1,0,493,,-43411.258904218674,-43411.22018313408,1
4895,1,0,10845,,-43411.258904218674,-43411.22018313408,1
4896,1,0,14495,,-43411.258904218674,-43411.22018313408,1
4897,0,0,3324,,-43411.258904218674,-43411.22018313408,1
4898,1,0,11506,,-43411.258904218674,-43411.22018313408,1
4899,1,0,14668,,-43411.258904218674,-43411.22018313408,1
4900,1,0,3550,,-43411.258904218674,-43411.22018313408,1
4901,1,0,971,,-43411.258904218674,-43411.22018313408,1
4902,1,0,8219,,-43411.258904218674,-43411.22018313408,1
4903,1,0,9432,,-43411.258904218674,-43411.22018313408,1
4904,1,0,9179,,-43411.258904218674,-43411.22018313408,1
4905,1,0,14534,,-43411.258904218674,-43411.22018313408,1
4906,0,0,8332,,-43411.258904218674,-43411.22018313408,1
4907,1,0,7943,,-43411.258904218674,-43411.22018313408,1
4908,0,0,10046,,-43411.258904218674,-43411.22018313408,1
4909,1,0,6817,,-43411.258904218674,-43411.22018313408,1
4910,0,0,3480,,-43411.258904218674,-43411.22018313408,1
4911,1,0,5153,,-43411.258904218674,-43411.22018313408,1
4912,1,0,14048,,-43411.258904218674,-43411.22018313408,1
4913,1,0,11310,,-43411.258904218674,-43411.22018313408,1
4914,1,0,1644,,-43411.258904218674,-43411.22018313408,1
4915,1,0,7941,,-43411.258904218674,-43411.22018313408,1
4916,1,0,10639,,-43411.258904218674,-43411.22018313408,1
4917,1,573,262,,-43411.258904218674,-43411.22018313408,1
4918,1,0,8669,,-43411.258904218674,-43411.22018313408,1
4919,1,0,12368,,-43411.258904218674,-43411.22018313408,1
4920,1,0,7169,,-43411.258904218674,-43411.22018313408,1
4921,1,558,390,,-43411.258904218674,-43411.22018313408,1
4922,1,0,2014,,-43411.258904218674,-43411.22018313408,1
4923,1,0,14181,,-43411.258904218674,-43411.22018313408,1
4924,1,0,340,,-43411.258904218674,-43411.22018313408,1
4925,1,0,12465,,-43411.258904218674,-43411.22018313408,1
4926,1,0,7286,,-43411.258904218674,-43411.22018313408,1
4927,1,0,14171,,-43411.258904218674,-43411.22018313408,1
4928,1,0,9105,,-43411.258904218674,-43411.22018313408,1
4929,1,0,1453,,-43411.258904218674,-43411.22018313408,1
4930,1,0,5117,,-43411.258904218674,-43411.22018313408,1
4931,0,0,8972,,-43411.258904218674,-43411.22018313408,1
4932,1,0,5789,,-43411.258904218674,-43411.22018313408,1
4933,1,0,6922,,-43411.258904218674,-43411.22018313408,1
4934,1,0,6893,,-43411.258904218674,-43411.22018313408,1
4935,1,0,9283,,-43411.258904218674,-43411.22018313408,1
4936,1,0,8121,,-43411.258904218674,-43411.22018313408,1
4937,1,0,14868,,-43411.258904218674,-43411.22018313408,1
4938,0,0,11779,,-43411.258904218674,-43411.22018313408,1
4939,1,0,13546,,-43411.258904218674,-43411.22018313408,1
4940,1,0,13008,,-43411.258904218674,-43411.22018313408,1
4941,1,0,5838,,-43411.258904218674,-43411.22018313408,1
4942,0,0,6372,,-43411.258904218674,-43411.22018313408,1
4943,0,0,6725,,-43411.258904218674,-43411.22018313408,1
4944,1,0,12430,,-43411.258904218674,-43411.22018313408,1
4945,1,0,10399,,-43411.258904218674,-43411.22018313408,1
4946,1,0,2035,,-43411.258904218674,-43411.22018313408,1
4947,0,0,8598,,-43411.258904218674,-43411.22018313408,1
4948,1,0,13705,,-43411.258904218674,-43411.22018313408,1
4949,1,0,13456,,-43411.258904218674,-43411.22018313408,1
4950,1,0,1533,,-43411.258904218674,-43411.22018313408,1
4951,1,0,12022,,-43411.258904218674,-43411.22018313408,1
4952,1,0,11396,,-43411.258904218674,-43411.22018313408,1
4953,1,0,14848,,-43411.258904218674,-43411.22018313408,1
4954,0,0,8315,,-43411.258904218674,-43411.22018313408,1
4955,0,0,9677,,-43411.258904218674,-43411.22018313408,1
4956,1,0,8352,,-43411.258904218674,-43411.22018313408,1
4957,1,0,11345,,-43411.258904218674,-43411.22018313408,1
4958,1,0,11693,,-43411.258904218674,-43411.22018313408,1
4959,1,0,6587,,-43411.258904218674,-43411.22018313408,1
4960,1,0,11311,,-43411.258904218674,-43411.22018313408,1
4961,1,0,12611,,-43411.258904218674,-43411.22018313408,1
4962,1,0,6155,,-43411.258904218674,-43411.22018313408,1
4963,1,0,8305,,-43411.258904218674,-43411.22018313408,1
4964,1,0,4456,,-43411.258904218674,-43411.22018313408,1
4965,0,0,6297,,-43411.258904218674,-43411.22018313408,1
4966,1,0,8503,,-43411.258904218674,-43411.22018313408,1
4967,0,0,8306,,-43411.258904218674,-43411.22018313408,1
4968,1,0,11664,,-43411.258904218674,-43411.22018313408,1
4969,1,0,12411,,-43411.258904218674,-43411.22018313408,1
4970,1,0,6776,,-43411.258904218674,-43411.22018313408,1
4971,1,0,9225,,-43411.258904218674,-43411.22018313408,1
4972,1,0,9030,,-43411.258904218674,-43411.22018313408,1
4973,1,0,8460,,-43411.258904218674,-43411.22018313408,1
4974,1,0,11413,,-43411.258904218674,-43411.22018313408,1
4975,1,0,8913,,-43411.258904218674,-43411.22018313408,1
4976,1,0,14276,,-43411.258904218674,-43411.22018313408,1
4977,1,0,14306,,-43411.258904218674,-43411.22018313408,1
4978,1,0,13767,,-43411.258904218674,-43411.22018313408,1
4979,1,0,10510,,-43411.258904218674,-43411.22018313408,1
4980,1,0,7353,,-43411.258904218674,-43411.22018313408,1
4981,1,0,5579,,-43411.258904218674,-43411.22018313408,1
4982,1,0,4479,,-43411.258904218674,-43411.22018313408,1
4983,0,0,5823,,-43411.258904218674,-43411.22018313408,1
4984,1,0,6500,,-43411.258904218674,-43411.22018313408,1
4985,0,0,2887,,-43411.258904218674,-43411.22018313408,1
4986,1,0,10030,,-43411.258904218674,-43411.22018313408,1
4987,1,0,8699,,-43411.258904218674,-43411.22018313408,1
4988,1,0,7277,,-43411.258904218674,-43411.22018313408,1
4989,1,175,14568,,-43411.258904218674,-43411.22018313408,1
4990,0,0,7525,,-43411.258904218674,-43411.22018313408,1
4991,1,0,11522,,-43411.258904218674,-43411.22018313408,1
4992,1,143,14691,,-43411.258904218674,-43411.22018313408,1
4993,0,0,3064,,-43411.258904218674,-43411.22018313408,1
4994,1,0,14000,,-43411.258904218674,-43411.22018313408,1
4995,0,0,4458,,-43411.258904218674,-43411.22018313408,1
4996,1,0,3919,,-43411.258904218674,-43411.22018313408,1
4997,1,0,4276,,-43411.258904218674,-43411.22018313408,1
4998,1,0,6331,,-43411.258904218674,-43411.22018313408,1
4999,1,0,10340,,-43411.258904218674,-43411.22018313408,1
5000,1,0,11330,,-43411.258904218674,-43411.22018313408,1
5001,1,0,11964,,-43411.258904218674,-43411.22018313408,1
5002,1,0,13694,,-43411.258904218674,-43411.22018313408,1
5003,1,0,2742,,-43411.258904218674,-43411.22018313408,1
5004,1,0,6430,,-43411.258904218674,-43411.22018313408,1
5005,1,0,6561,,-43411.258904218674,-43411.22018313408,1
5006,0,0,5533,,-43411.258904218674,-43411.22018313408,1
5007,1,0,3210,,-43411.258904218674,-43411.22018313408,1
5008,1,0,11088,,-43411.258904218674,-43411.22018313408,1
5009,0,0,5851,,-43411.258904218674,-43411.22018313408,1
5010,1,0,13748,,-43411.258904218674,-43411.22018313408,1
5011,0,0,3532,,-43411.258904218674,-43411.22018313408,1
5012,1,0,10129,,-43411.258904218674,-43411.22018313408,1
5013,1,0,14174,,-43411.258904218674,-43411.22018313408,1
5014,1,0,13474,,-43411.258904218674,-43411.22018313408,1
5015,1,0,3780,,-43411.258904218674,-43411.22018313408,1
5016,1,0,6854,,-43411.258904218674,-43411.22018313408,1
5017,1,0,8546,,-43411.258904218674,-43411.22018313408,1
5018,1,0,7194,,-43411.258904218674,-43411.22018313408,1
5019,1,0,13947,,-43411.258904218674,-43411.22018313408,1
5020,1,0,12425,,-43411.258904218674,-43411.22018313408,1
5021,1,0,13527,,-43411.258904218674,-43411.22018313408,1
5022,1,0,11863,,-43411.258904218674,-43411.22018313408,1
5023,0,0,4220,,-43411.258904218674,-43411.22018313408,1
5024,1,0,12125,,-43411.258904218674,-43411.22018313408,1
5025,1,0,9190,,-43411.258904218674,-43411.22018313408,1
5026,1,0,14817,,-43411.258904218674,-43411.22018313408,1
5027,1,0,5893,,-43411.258904218674,-43411.22018313408,1
5028,1,0,9956,,-43411.258904218674,-43411.22018313408,1
5029,1,0,11220,,-43411.258904218674,-43411.22018313408,1
5030,1,0,6457,,-43411.258904218674,-43411.22018313408,1
5031,1,0,13440,,-43411.258904218674,-43411.22018313408,1
5032,1,0,8397,,-43411.258904218674,-43411.22018313408,1
5033,1,0,7326,,-43411.258904218674,-43411.22018313408,1
5034,0,0,5469,,-43411.258904218674,-43411.22018313408,1
5035,1,0,14812,,-43411.258904218674,-43411.22018313408,1
5036,1,115,14773,,-43411.258904218674,-43411.22018313408,1
5037,1,0,8768,,-43411.258904218674,-43411.22018313408,1
5038,1,0,14902,,-43411.258904218674,-43411.22018313408,1
5039,1,0,11866,,-43411.258904218674,-43411.22018313408,1
5040,1,0,7143,,-43411.258904218674,-43411.22018313408,1
5041,1,0,8465,,-43411.258904218674,-43411.22018313408,1
5042,1,0,11223,,-43411.258904218674,-43411.22018313408,1
5043,1,0,10727,,-43411.258904218674,-43411.22018313408,1
5044,1,0,4446,,-43411.258904218674,-43411.22018313408,1
5045,1,0,6888,,-43411.258904218674,-43411.22018313408,1
5046,0,0,2100,,-43411.258904218674,-43411.22018313408,1
5047,1,0,9338,,-43411.258904218674,-43411.22018313408,1
5048,1,0,2590,,-43411.258904218674,-43411.22018313408,1
5049,1,0,12527,,-43411.258904218674,-43411.22018313408,1
5050,1,0,5196,,-43411.258904218674,-43411.22018313408,1
5051,1,0,8869,,-43411.258904218674,-43411.22018313408,1
5052,1,0,4567,,-43411.258904218674,-43411.22018313408,1
5053,1,0,7730,,-43411.258904218674,-43411.22018313408,1
5054,1,0,11216,,-43411.258904218674,-43411.22018313408,1
5055,1,0,13220,,-43411.258904218674,-43411.22018313408,1
5056,1,0,1748,,-43411.258904218674,-43411.22018313408,1
5057,1,0,7567,,-43411.258904218674,-43411.22018313408,1
5058,1,0,3792,,-43411.258904218674,-43411.22018313408,1
5059,1,0,11605,,-43411.258904218674,-43411.22018313408,1
5060,1,0,5544,,-43411.258904218674,-43411.22018313408,1
5061,1,0,7818,,-43411.258904218674,-43411.22018313408,1
5062,1,0,10534,,-43411.258904218674,-43411.22018313408,1
5063,1,0,11726,,-43411.258904218674,-43411.22018313408,1
5064,1,0,14517,,-43411.258904218674,-43411.22018313408,1
5065,1,0,8817,,-43411.258904218674,-43411.22018313408,1
5066,1,0,8891,,-43411.258904218674,-43411.22018313408,1
5067,1,0,11813,,-43411.258904218674,-43411.22018313408,1
5068,0,0,1487,,-43411.258904218674,-43411.22018313408,1
5069,1,0,7276,,-43411.258904218674,-43411.22018313408,1
5070,1,0,9439,,-43411.258904218674,-43411.22018313408,1
5071,0,0,4071,,-43411.258904218674,-43411.22018313408,1
5072,1,0,3591,,-43411.258904218674,-43411.22018313408,1
5073,1,0,11971,,-43411.258904218674,-43411.22018313408,1
5074,1,0,430,,-43411.258904218674,-43411.22018313408,1
5075,1,0,11373,,-43411.258904218674,-43411.22018313408,1
5076,1,0,10303,,-43411.258904218674,-43411.22018313408,1
5077,0,0,6371,,-43411.258904218674,-43411.22018313408,1
5078,1,0,14095,,-43411.258904218674,-43411.22018313408,1
5079,1,0,9157,,-43411.258904218674,-43411.22018313408,1
5080,1,0,11268,,-43411.258904218674,-43411.22018313408,1
5081,1,0,4207,,-43411.258904218674,-43411.22018313408,1
5082,1,0,12377,,-43411.258904218674,-43411.22018313408,1
5083,1,0,12748,,-43411.258904218674,-43411.22018313408,1
5084,1,0,5790,,-43411.258904218674,-43411.22018313408,1
5085,1,0,11436,,-43411.258904218674,-43411.22018313408,1
5086,0,0,8255,,-43411.258904218674,-43411.22018313408,1
5087,1,0,13144,,-43411.258904218674,-43411.22018313408,1
5088,1,0,3739,,-43411.258904218674,-43411.22018313408,1
5089,1,0,10319,,-43411.258904218674,-43411.22018313408,1
5090,1,0,14685,,-43411.258904218674,-43411.22018313408,1
5091,1,102,14803,,-43411.258904218674,-43411.22018313408,1
5092,1,0,12322,,-43411.258904218674,-43411.22018313408,1
5093,1,0,9620,,-43411.258904218674,-43411.22018313408,1
5094,1,0,12512,,-43411.258904218674,-43411.22018313408,1
5095,1,0,9955,,-43411.258904218674,-43411.22018313408,1
5096,1,0,7620,,-43411.258904218674,-43411.22018313408,1
5097,1,0,10569,,-43411.258904218674,-43411.22018313408,1
5098,0,565,329,,-43411.258904218674,-43411.22018313408,1
5099,1,0,7208,,-43411.258904218674,-43411.22018313408,1
5100,1,0,1391,,-43411.258904218674,-43411.22018313408,1
5101,1,0,7653,,-43411.258904218674,-43411.22018313408,1
5102,0,0,2479,,-43411.258904218674,-43411.22018313408,1
5103,1,0,3786,,-43411.258904218674,-43411.22018313408,1
5104,1,0,3666,,-43411.258904218674,-43411.22018313408,1
5105,1,0,13376,,-43411.258904218674,-43411.22018313408,1
5106,1,0,4420,,-43411.258904218674,-43411.22018313408,1
5107,1,0,10370,,-43411.258904218674,-43411.22018313408,1
5108,1,0,12375,,-43411.258904218674,-43411.22018313408,1
5109,1,0,13778,,-43411.258904218674,-43411.22018313408,1
5110,1,0,12761,,-43411.258904218674,-43411.22018313408,1
5111,1,0,14463,,-43411.258904218674,-43411.22018313408,1
5112,1,0,2176,,-43411.258904218674,-43411.22018313408,1
5113,0,0,6785,,-43411.258904218674,-43411.22018313408,1
5114,1,0,14143,,-43411.258904218674,-43411.22018313408,1
5115,0,0,1874,,-43411.258904218674,-43411.22018313408,1
5116,1,0,8356,,-43411.258904218674,-43411.22018313408,1
5117,1,0,8801,,-43411.258904218674,-43411.22018313408,1
5118,1,0,7616,,-43411.258904218674,-43411.22018313408,1
5119,1,0,14743,,-43411.258904218674,-43411.22018313408,1
5120,1,0,8420,,-43411.258904218674,-43411.22018313408,1
5121,1,0,12084,,-43411.258904218674,-43411.22018313408,1
5122,1,0,11629,,-43411.258904218674,-43411.22018313408,1
5123,1,0,14910,,-43411.258904218674,-43411.22018313408,1
5124,1,0,12814,,-43411.258904218674,-43411.22018313408,1
5125,1,0,8078,,-43411.258904218674,-43411.22018313408,1
5126,1,0,11016,,-43411.258904218674,-43411.22018313408,1
5127,1,0,11301,,-43411.258904218674,-43411.22018313408,1
5128,1,0,4377,,-43411.258904218674,-43411.22018313408,1
5129,0,0,1883,,-43411.258904218674,-43411.22018313408,1
5130,0,0,3906,,-43411.258904218674,-43411.22018313408,1
5131,1,0,6504,,-43411.258904218674,-43411.22018313408,1
5132,1,0,15027,,-43411.258904218674,-43411.22018313408,1
5133,1,0,10962,,-43411.258904218674,-43411.22018313408,1
5134,0,0,2118,,-43411.258904218674,-43411.22018313408,1
5135,1,0,14153,,-43411.258904218674,-43411.22018313408,1
5136,1,0,12842,,-43411.258904218674,-43411.22018313408,1
5137,1,0,13871,,-43411.258904218674,-43411.22018313408,1
5138,1,0,13277,,-43411.258904218674,-43411.22018313408,1
5139,1,0,3884,,-43411.258904218674,-43411.22018313408,1
5140,1,0,12103,,-43411.258904218674,-43411.22018313408,1
5141,0,0,5980,,-43411.258904218674,-43411.22018313408,1
5142,1,0,9664,,-43411.258904218674,-43411.22018313408,1
5143,1,0,13997,,-43411.258904218674,-43411.22018313408,1
5144,1,0,7292,,-43411.258904218674,-43411.22018313408,1
5145,1,95,14822,,-43411.258904218674,-43411.22018313408,1
5146,1,0,3854,,-43411.258904218674,-43411.22018313408,1
5147,1,0,1350,,-43411.258904218674,-43411.22018313408,1
5148,1,0,11054,,-43411.258904218674,-43411.22018313408,1
5149,1,0,10798,,-43411.258904218674,-43411.22018313408,1
5150,1,0,1467,,-43411.258904218674,-43411.22018313408,1
5151,0,0,3708,,-43411.258904218674,-43411.22018313408,1
5152,1,0,10305,,-43411.258904218674,-43411.22018313408,1
5153,1,0,1012,,-43411.258904218674,-43411.22018313408,1
5154,1,0,4173,,-43411.258904218674,-43411.22018313408,1
5155,1,0,1362,,-43411.258904218674,-43411.22018313408,1
5156,0,0,5694,,-43411.258904218674,-43411.22018313408,1
5157,1,0,12799,,-43411.258904218674,-43411.22018313408,1
5158,1,0,11890,,-43411.258904218674,-43411.22018313408,1
5159,1,0,8149,,-43411.258904218674,-43411.22018313408,1
5160,1,0,13048,,-43411.258904218674,-43411.22018313408,1
5161,1,0,7957,,-43411.258904218674,-43411.22018313408,1
5162,0,0,1444,,-43411.258904218674,-43411.22018313408,1
5163,0,0,5114,,-43411.258904218674,-43411.22018313408,1
5164,1,0,15015,,-43411.258904218674,-43411.22018313408,1
5165,1,0,9843,,-43411.258904218674,-43411.22018313408,1
5166,0,0,8344,,-43411.258904218674,-43411.22018313408,1
5167,1,0,14710,,-43411.258904218674,-43411.22018313408,1
5168,1,0,13124,,-43411.258904218674,-43411.22018313408,1
5169,1,0,5179,,-43411.258904218674,-43411.22018313408,1
5170,1,0,12887,,-43411.258904218674,-43411.22018313408,1
5171,1,0,12939,,-43411.258904218674,-43411.22018313408,1
5172,1,0,3202,,-43411.258904218674,-43411.22018313408,1
5173,1,0,4898,,-43411.258904218674,-43411.22018313408,1
5174,1,0,14784,,-43411.258904218674,-43411.22018313408,1
5175,1,0,5952,,-43411.258904218674,-43411.22018313408,1
5176,0,0,2448,,-43411.258904218674,-43411.22018313408,1
5177,0,0,10297,,-43411.258904218674,-43411.22018313408,1
5178,1,64,14918,,-43411.258904218674,-43411.22018313408,1
5179,1,0,6736,,-43411.258904218674,-43411.22018313408,1
5180,1,0,10023,,-43411.258904218674,-43411.22018313408,1
5181,1,0,13742,,-43411.258904218674,-43411.22018313408,1
5182,0,0,10870,,-43411.258904218674,-43411.22018313408,1
5183,1,0,14619,,-43411.258904218674,-43411.22018313408,1
5184,1,0,9624,,-43411.258904218674,-43411.22018313408,1
5185,0,0,3678,,-43411.258904218674,-43411.22018313408,1
5186,1,0,7878,,-43411.258904218674,-43411.22018313408,1
5187,1,0,1923,,-43411.258904218674,-43411.22018313408,1
5188,1,0,10374,,-43411.258904218674,-43411.22018313408,1
5189,1,0,3428,,-43411.258904218674,-43411.22018313408,1
5190,1,0,8486,,-43411.258904218674,-43411.22018313408,1
5191,1,0,3078,,-43411.258904218674,-43411.22018313408,1
5192,1,0,4690,,-43411.258904218674,-43411.22018313408,1
5193,1,0,7085,,-43411.258904218674,-43411.22018313408,1
5194,0,0,7891,,-43411.258904218674,-43411.22018313408,1
5195,0,0,1041,,-43411.258904218674,-43411.22018313408,1
5196,1,0,3663,,-43411.258904218674,-43411.22018313408,1
5197,1,0,6225,,-43411.258904218674,-43411.22018313408,1
5198,1,0,14378,,-43411.258904218674,-43411.22018313408,1
5199,1,0,14346,,-43411.258904218674,-43411.22018313408,1
5200,0,0,2102,,-43411.258904218674,-43411.22018313408,1
5201,1,0,14931,,-43411.258904218674,-43411.22018313408,1
5202,1,0,12464,,-43411.258904218674,-43411.22018313408,1
5203,0,0,3592,,-43411.258904218674,-43411.22018313408,1
5204,1,0,5272,,-43411.258904218674,-43411.22018313408,1
5205,1,0,349,,-43411.258904218674,-43411.22018313408,1
5206,0,0,4785,,-43411.258904218674,-43411.22018313408,1
5207,0,0,6459,,-43411.258904218674,-43411.22018313408,1
5208,1,0,12827,,-43411.258904218674,-43411.22018313408,1
5209,1,0,12036,,-43411.258904218674,-43411.22018313408,1
5210,1,0,10422,,-43411.258904218674,-43411.22018313408,1
5211,0,0,2271,,-43411.258904218674,-43411.22018313408,1
5212,1,0,4144,,-43411.258904218674,-43411.22018313408,1
5213,1,0,3871,,-43411.258904218674,-43411.22018313408,1
5214,1,0,3793,,-43411.258904218674,-43411.22018313408,1
5215,1,0,10020,,-43411.258904218674,-43411.22018313408,1
5216,1,0,13003,,-43411.258904218674,-43411.22018313408,1
5217,1,0,13651,,-43411.258904218674,-43411.22018313408,1
5218,0,0,1790,,-43411.258904218674,-43411.22018313408,1
5219,1,0,10339,,-43411.258904218674,-43411.22018313408,1
5220,1,0,10468,,-43411.258904218674,-43411.22018313408,1
5221,1,0,6797,,-43411.258904218674,-43411.22018313408,1
5222,1,0,14658,,-43411.258904218674,-43411.22018313408,1
5223,1,0,13118,,-43411.258904218674,-43411.22018313408,1
5224,1,0,14266,,-43411.258904218674,-43411.22018313408,1
5225,1,0,13654,,-43411.258904218674,-43411.22018313408,1
5226,1,0,11755,,-43411.258904218674,-43411.22018313408,1
5227,0,0,10301,,-43411.258904218674,-43411.22018313408,1
5228,1,0,6568,,-43411.258904218674,-43411.22018313408,1
5229,1,0,7132,,-43411.258904218674,-43411.22018313408,1
5230,1,0,5231,,-43411.258904218674,-43411.22018313408,1
5231,1,0,4379,,-43411.258904218674,-43411.22018313408,1
5232,0,0,8435,,-43411.258904218674,-43411.22018313408,1
5233,0,0,7287,,-43411.258904218674,-43411.22018313408,1
5234,1,0,4262,,-43411.258904218674,-43411.22018313408,1
5235,1,0,9423,,-43411.258904218674,-43411.22018313408,1
5236,1,0,12649,,-43411.258904218674,-43411.22018313408,1
5237,1,55,14930,,-43411.258904218674,-43411.22018313408,1
5238,0,0,8952,,-43411.258904218674,-43411.22018313408,1
5239,1,0,6662,,-43411.258904218674,-43411.22018313408,1
5240,1,0,9819,,-43411.258904218674,-43411.22018313408,1
5241,1,0,9456,,-43411.258904218674,-43411.22018313408,1
5242,1,0,8124,,-43411.258904218674,-43411.22018313408,1
5243,1,0,14996,,-43411.258904218674,-43411.22018313408,1
5244,1,0,12399,,-43411.258904218674,-43411.22018313408,1
5245,1,0,13712,,-43411.258904218674,-43411.22018313408,1
5246,1,0,14296,,-43411.258904218674,-43411.22018313408,1
5247,1,0,12701,,-43411.258904218674,-43411.22018313408,1
5248,1,0,14436,,-43411.258904218674,-43411.22018313408,1
5249,1,0,9407,,-43411.258904218674,-43411.22018313408,1
5250,1,0,10892,,-43411.258904218674,-43411.22018313408,1
5251,1,0,1589,,-43411.258904218674,-43411.22018313408,1
5252,1,0,12871,,-43411.258904218674,-43411.22018313408,1
5253,1,0,11798,,-43411.258904218674,-43411.22018313408,1
5254,1,0,12652,,-43411.258904218674,-43411.22018313408,1
5255,1,0,14152,,-43411.258904218674,-43411.22018313408,1
5256,1,0,11251,,-43411.258904218674,-43411.22018313408,1
5257,1,0,11007,,-43411.258904218674,-43411.22018313408,1
5258,1,0,10599,,-43411.258904218674,-43411.22018313408,1
5259,1,0,13951,,-43411.258904218674,-43411.22018313408,1
5260,1,0,10792,,-43411.258904218674,-43411.22018313408,1
5261,1,0,3506,,-43411.258904218674,-43411.22018313408,1
5262,1,0,14315,,-43411.258904218674,-43411.22018313408,1
5263,1,0,13455,,-43411.258904218674,-43411.22018313408,1
5264,1,0,12974,,-43411.258904218674,-43411.22018313408,1
5265,1,0,11818,,-43411.258904218674,-43411.22018313408,1
5266,1,0,6983,,-43411.258904218674,-43411.22018313408,1
5267,1,0,10377,,-43411.258904218674,-43411.22018313408,1
5268,1,0,9836,,-43411.258904218674,-43411.22018313408,1
5269,1,0,12593,,-43411.258904218674,-43411.22018313408,1
5270,1,0,5000,,-43411.258904218674,-43411.22018313408,1
5271,1,0,1020,,-43411.258904218674,-43411.22018313408,1
5272,1,0,2077,,-43411.258904218674,-43411.22018313408,1
5273,1,0,12780,,-43411.258904218674,-43411.22018313408,1
5274,1,0,4817,,-43411.258904218674,-43411.22018313408,1
5275,1,0,12413,,-43411.258904218674,-43411.22018313408,1
5276,1,0,12167,,-43411.258904218674,-43411.22018313408,1
5277,1,0,11907,,-43411.258904218674,-43411.22018313408,1
5278,1,0,14288,,-43411.258904218674,-43411.22018313408,1
5279,0,0,4796,,-43411.258904218674,-43411.22018313408,1
5280,1,0,2103,,-43411.258904218674,-43411.22018313408,1
5281,1,0,3150,,-43411.258904218674,-43411.22018313408,1
5282,1,0,9098,,-43411.258904218674,-43411.22018313408,1
5283,0,0,3348,,-43411.258904218674,-43411.22018313408,1
5284,1,0,12293,,-43411.258904218674,-43411.22018313408,1
5285,1,0,13122,,-43411.258904218674,-43411.22018313408,1
5286,1,0,13747,,-43411.258904218674,-43411.22018313408,1
5287,0,0,2112,,-43411.258904218674,-43411.22018313408,1
5288,1,0,9868,,-43411.258904218674,-43411.22018313408,1
5289,0,0,10159,,-43411.258904218674,-43411.22018313408,1
5290,0,0,2446,,-43411.258904218674,-43411.22018313408,1
